Artiste,Annee,Album,Url,Style,test
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/guiltyconscience.html,rap,Meet Eddie twentythreeyearsold Fed up with life and the way things are going he decides to rob a liquor store quotI cant take this no more I cant take it no more homesquot But on his way in he has a sudden change of heart And suddenly his conscience comes into play quotShit is mine I gotta do this gotta do thisquot  iDr Drei Alright stop Huh Now before you walk in the door Of this liquor store And try to get money out the drawer You better think of the consequence But who are you Im your motherfuckin conscience  iEminemi Thats nonsense Go in gaffle the money and run to one of your aunts cribs And borrow a damn dress and one of her blonde wigs Tell her you need a place to stay Youll be safe for days If you shave your legs with Renees razor blades  iDr Drei Yeah but if it all goes through like its supposed to The whole neighborhood knows you and theyll expose you Think about it before you walk in the door first Look at the store clerk shes older than George Burns  iEminemi Fuck that Do that shit Shoot that bitch Can you afford to blow this shit Are you that rich Why you give a fuck if she dies Are you that bitch Do you really think she gives a fuck if you have kids  iDr Dre Eminemi Man dont do it its not worth it to risk it Youre right Not over this shit Stop Drop the biscuit I will Dont even listen to Slim yo hes bad for you You know what Dre I dont like your attitude  quotIts alright cmon just come in here for a minutequot quotMmm I dont knowquot quotLook babyquot quotDamnquot quotYo its gonna be alright rightquot quotWell OKquot  Meet Stan twentyoneyearsold quotGive me a kissquot After meeting a young girl at a rave party things start getting hot and heavy in an upstairs bedroom Once again his conscience comes into play quotShitquot  iEminem Dr Drei Now listen to me while youre kissing her cheek And smearing her lipstick I slipped this in her drink Now all you gotta do is nibble on this little bitchs earlobe Yo This girls only fifteen years old You shouldnt take advantage of her thats not fair Yo look at her bush Does it got hair Uh huh Fuck this bitch right here on the spot bare Til she passes out and she forgot how she got there Man aint you ever seen that one movie Kids No but I seen the porno with Son Doobiest Shit you wanna get hauled off to jail Man fuck that hit that shit raw dawg and bail  Here I lay Damn it feels good to be home  Meet Grady a twentynineyearold construction worker After coming home from a hard days work he walks in the door of his trailer park home to find his wife in bed with another man quotWhat the fuckquot quotGradyquot  iDr Dre Eminemi Alright calm down relax start breathing  iEminemi Fuck that shit you just caught this bitch cheatin While you at work shes with some dude trying to get off Fuck slitting her throat cut this bitchs head off  iDr Drei Wait What if theres an explanation for this shit What She tripped Fell Landed on his dick Alright Shady maybe hes right Grady But think about the baby before you get all crazy  iEminem Dr Drei Okay Thought about it still wanna stab her Grab her by the throat get your daughter and kidnap her Thats what I did be smart dont be a retard You gonna take advice from somebody who slapped Dee Barnes What you say Whats wrong Didnt think Id remember Imma kill you motherfucker  iEminemi Uhha Temper temper Mr Dre Mr NWA Mr AK comin straight outta Compton yall better make way How in the fuck you gonna tell this man not to be violent  iDr Drei Cause he dont need to go the same route that I went Been there done that Aw fuck it What am I saying Shoot em both Grady wheres your gun at   
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/kickingincrediblydopeshit.html,rap,When youre young how much matters When you find something that you care about Thats all you got When you go to sleep at night you dreams of music When you wake up this is the same thingIts right there on your face You cant skip it Sometime when youre young The only place to go is inside Music Is what I loved Take that away from me and I really got nothing   
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/needme.html,rap,iPinki Youre drunk The carpet is burned I hate to find you like this I always find you like this I come home and clean up your mess What would you do without that Why do I always come back Oh What I wouldnt do for you  And Im starting to think that maybe you need me Maybe you need me Maybe you needed me And Im starting to think that maybe you need me Maybe you need me Maybe you needed me  iPink amp Eminemi Some nights I want to run for the hills Its never easy with you I cannot reason with you But your smile is as rare as it comes What would I do without that Maybe thats why I come back Oh what I wouldnt do for you  iPinki And Im starting to think that maybe you need me Maybe you need me Maybe you needed me And Im starting to think that maybe you need me Maybe you need me Maybe you needed me  iEminemi Starting to think we were made for each other But one of us in this relationship is raising the other You remind me of my mother We drive one another crazy as each other And were both adults so theres no excuse For the games that we play with each other Where you at At a friends No you aint mothafucker But I give her the benefit of the doubt Whenever the doubt kicks in shiver when I touch her Cause I love her so much Im a sucker How her bottom lip can quiver when shes in trouble Shes in hot water think I caught her cheating again Give her another chance Another one after that Im swimming in that Egyptian river cause Im in denial Say I dont eat shit but I got a shiteating grin when I smile Making an excuse for us to act it out Shes just acting out with her inner child Then I set the truth on fire Cause Id rather believe a lie Then I breathe a sigh of relief I dont believe in Going to bed mad I keep on trying To make a bad girl good But havent I stood by you in good times And bad Im starting to feel like your goddamn dad Cause I literally feel like you could die if ever should I Leave you for good and never would I Itd be all bad never understood why they call it goodbye But I think Im a pretty damn good guy And youre a good person too I can save you I can make you change But I keep putting my fucking foot in my mouth Every time I gotta come and bail you out When you get in trouble that you get yourself in And Im in trouble but I cant leave Ill sell you out I could never turn my fucking back on youâwhat is that Im codependent Im just now noticing it But somehow its like every time Im about to go to end it I aint got the cojones to do it nor the heart Our apartments tore apart Youre using my heart for a dartboard But God mustve aligned stars for us Cause somebody paired us up And they say He aint capable of making a mistake But this ones perfect cause Imâ  iPinki And Im starting to think that maybe you need me Maybe you need me Maybe you needed me And Im starting to think that maybe you need me Maybe you need me Maybe you needed me   
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/thebitterend.html,metal,Id die before Id let you beat me  Lost in a moment of time Self destruct switch on I try But it happens the same Everyday  Here I go standing on the edge Holding on to the bitter end This is it this is me with the weight of the whole world on my shoulders again As I look up to the sky All the pain that is in my eyes Its all the things that you dont see But you best believe that its haunting me  Stuck inside this fucking mind Goodbye I will shut down Mission abort down for the count Stuck in a cycle Trapped in a nightmare Losing what matters See if I fight fair  Here I go standing on the edge Holding on to the bitter end This is it this is me with the weight of the whole world on my shoulders again As I look up to the sky All the pain that is in my eyes Its all the things that you dont see But you best believe that its haunting me  Im afraid Im afraid This is what I cant be Get away get away I just want to be happy ix2i  I set sail on a voyage unknown Aboard a vessel that I call my soul And Ive been searching for what makes me whole Sinking in the ocean on an empty boat  Take me home Im lost all alone all alone  I set sail on a voyage unknown Aboard a vessel that I call my soul And Ive been searching for what makes me whole Sinking in the ocean on an empty boat  Here I go standing on the edge Holding on to the bitter end This is it this is me with the weight of the whole world on my shoulders again As I look up to the sky All the pain that is in my eyes Its all the things that you dont see But you best believe that its haunting me  They tortured me   
Eminem,2005,Curtain Call: The Hits,https://www.azlyrics.com/lyrics/eminem/fack.html,rap,Ow ow ow Oh God damn Im gonna fackin cum Oh shit oh yeah Fack fack fack Fack I am I am Im going to cum Im cumming  I never seen no chick like this This bitch can twist like a damn contortionist Condom on my dick Of course it is This bitch dont know what abortion is So I cant cum in her Fucks like a porn star Looks like Jenna Fack Im gonna Cum I think my rubbers coming off But oh its so fuckin wet and soft Fuck Im gonna start letting off Im squirting and shes not getting off And shes on top Im gonna fucking oh God Oh dont do that Dont stop Stop dont I dont mean dont stop Ah Wait a minute Oh oh fack Im gonna fucking cum  Ow ow ow Oh God damn Im gonna fackin cum Oh shit oh yeah Fack fack fack Fack I am I am Im going to cum Im cumming  Oh wow boom that pow Oh wow I need a cigarette now Oh Im so fucking hot and youre so fuckin hot Oh my God I wanna facking fack No not fuck I said fack F A C K F A C K Fack fack fack facking freak me Oh yeah girl see baby They call me Mr Freaky Lets call your sister threeway Have some threesome Me so horny And youre such a fuckin babe I wanna go down on you Fack you shaved Oh God damn Here I go again Im gonna cum I am  Ow ow ow Oh God damn Im gonna fackin cum Oh shit oh yeah Fack fack fack Fack I am I am Im going to cum Im cumming  Im Slim Shady uh uh uh Im Slim Shady uh uh uh Im Slim Shady uh uh uh Im Slim Shady uh uh uh  OK Im done I already came twice You aint gonna make me cum Im all out of gas Not so fast Ah Your finger just went in my ass Ah that hurts take it out now Oh wait a minute put it back in In in in This dont mean Im gay I dont like men I like boobs Boobs boobs Now See that gerbil Grab that tube Shove it up my butt Let that little rascal nibble on my asshole Oh yeah right there right there Uh Im cumming Oh yeah Fack I just came again OK pull it out now Oh fuck yeah Wait hes not out Hes still crawling around up there Oh fack I think its stuck Oh but it feels so fucking good  Ow ow ow Oh God damn Im gonna fackincum Oh shit oh yeah Fack fack fack Fack I am I am Im going to cum Im cumming  Shove a gerbil in your ass Through a tube Shove a gerbil in your ass Through a tube Shove a gerbil in your ass Through a tube Shove a gerbil in your ass Through a tube Ew Ew ew ew   
Bring Me The Horizon,2015,That's The Spirit,https://www.azlyrics.com/lyrics/bringmethehorizon/followyou.html,metal,My head is haunting me and my heart feels like a ghost I need to feel something cause Im still so far from home Cross your heart and hope to die Promise me youll never leave my side  Show me what I cant see when the spark in my eyes is gone You got me on my knees Im your one man cult Cross my heart and hope to die Promise you Ill never leave your side  Cause Im telling you youre all I need I promise you youre all I see Cause Im telling you youre all I need Ill never leave  So you can drag me through Hell If it meant I could hold your hand I will follow you cause Im under your spell And you can throw me to the flames I will follow you I will follow you  Come sink into me and let me breathe you in Ill be your gravity you be my oxygen So dig two graves cause when you die I swear Ill be leaving by your side  So you can drag me through Hell If it meant I could hold your hand I will follow you cause Im under your spell And you can throw me to the flames I will follow you So you can drag me through Hell If it meant I could hold your hand I will follow you cause Im under your spell And you can throw me to the flames  I will follow you I will follow you I will follow you I will follow you So you can drag me through Hell If it meant I could hold your hand I will follow you cause Im under your spell And you can throw me to the flames I will follow you I will follow you   
Eminem,1998,Slim Shady EP,https://www.azlyrics.com/lyrics/eminem/introslimshady.html,rap,iSlim Shadyi quotEminemquot  iEminemi quotNoquot  iSlim Shadyi quotEminemquot  iEminemi quotNoooquot  iSlim Shadyi quotWake the fuck up motherfuckerquot  iEminemi quotWhat do you want from mequot  iSlim Shadyi quotRemember mequot  iEminemi quotI killed youquot  iSlim Shadyi quotThought I was dead didnt youquot  iEminemi quotWHAT DO YOU WANT FROM MEquot  iSlim Shadyi quotIm alivequot  iEminemi quotOh godquot  iSlim Shadyi quotGet upquot  iEminemi quotNoquot  iSlim Shadyi quotGet up and look in the mirrorquot  iEminemi quotI dont want toquot  iSlim Shadyi quotLook in the mirror to see your reflectionquot  iEminemi quotLEAVE ME ALONEquot  iSlim Shadyi quotLOOK IN THE MIRROR YOURE NOTHING YOURE NOTHING WITHOUT ME LOOK IN THE MOTHERFUCKING MIRRORquot  iEminemi quotNOOOOOquot iGlass Shattersi  iLow Down Dirty being scratchedi   
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/sexydrug.html,metal,Sexy girl I just fell in love You should try it its a hell of a drug Like OMG you make me come come complete  Im looking for reasons Im begging and pleading Im dreaming of calling you mine You keep me ststststuttering stumbling Fumbling over my lines Without you girl Im not alright Im not okay yeah  No dont give up on me Wait its not what it seems Now we cant stop this tragedy And its back to the start yeah yeah And were falling apart yeah yeah  Sexy girl come and lay with me Im frustrated and its sexually Like OMG you make me come come complete  Im just being honest Were creeping and crawling Im kissing the top of your head Were rocking and rolling Were touching and moaning And making a mess of your bed Can someone help she shot me dead I cant be saved yeah  No dont give up on me Wait its not what it seems Now we cant stop this tragedy  So God if you are real I need your help Because this girl has stolen my heart with her broken halo And I cant deny shes so damn fine Give me some advice  Sexy girl I just fell in love You should try it its a hell of a drug Like OMG you make me come come complete  No dont give up on me Wait its not what it seems Now we cant stop this tragedy  No dont give up on me Wait its not what it seems Now we cant stop this tragedy And its back to the start yeah yeah And were falling apart yeah yeah And its back to the start yeah yeah And were falling apart yeah yeah Shot straight through the heart   
Bring Me The Horizon,2006,Count Your Blessings,https://www.azlyrics.com/lyrics/bringmethehorizon/prayforplagues.html,metal,She starts her new diet of liquor and dick Just like Hollywood but laced in sick The sun goes down and so does she The sun goes down and so does she  Sold out the love that she had with a cut of the throat Drinks all round on her before she strolls to the moat The sun goes down and so does she The sun goes down and so does she  Count your fucking blessings  Come on  Count your blessings Cause Im counting every lie Count your blessings Cause Im counting every lie Counting every lie  Christ Im asking you for just one thing Im asking you for just one thing  Eradicate this disease  Close your eyes Pray for plagues Oh Lord cleanse this earth And bring upon our doomsday  Close your eyes Pray for plagues Cleanse this earth And bring doomsday  She starts her new diet of liquor and dick Just like Hollywood but laced in sick The sun goes down and so does she The sun goes down and so does she  So clap your hands to the sound Of every firstborn dying now Watch the rivers turn to blood Death will stand where life once stood  So clap your hands to the sound Of every firstborn dying now Watch the rivers turn to blood Death will stand where life once stood  So clap your hands to the sound Of every firstborn dying now Watch the rivers turn to blood Death will stand where life once stood  Close your eyes Pray for plagues Cleanse this earth Bring our doomsday   
Bring Me The Horizon,2019,Music to listen to~dance to~blaze to~pray to~feed to~sleep to~talk to~grind to~trip to~breathe to~help to~hurt to~scroll to~roll to~love to~hate to~learn Too~plot to~play to~be to~feel to~breed to~sweat to~dream to~hide to~live to~die to~GO TO,https://www.azlyrics.com/lyrics/bringmethehorizon/candytruckyouexpectedlabyourresultgreen.html,metal,So they dance and get candy I know but does he Talk to me Dancing where Behind the truck What truck The candy truck Where was the candy truck Down the street This street Down the street And everyone went dancing on this truck Mmhmm  Dont much remember much I know there was a truck And if you did something it was good Dancing truck What kind of candy did you get Uh like some coffee candy I think I chewed on a coffee flavor That sounds good Could you help me Youll get candy  She said quotOh baby wont you change your tunequot Oh why you gotta talk about it Im feeling like I dont know you So far away so way So way so way So way so way So far away so way So way so way Soâ  She said quotOh baby wont you change your tunequot Why you gotta about it Im feeling like I dont know you So far away so way Change your tune Why you gotta talk about it Im feeling like I dont know you So far away so way Change your tune Why you gotta talk about it Im feeling like I dont know you So far away so way   
Justin Bieber,2015,Purpose,https://www.azlyrics.com/lyrics/justinbieber/hittheground.html,pop,I close my eyes I take it slow Lay on down and let me rest my soul Ive been so high Ive been so low Im just tryna find my way back home Cant help but roam My signals gone Guess this journeys left me on my own I dont care why Im alone alone alone  And if I could Forget about the way you love me Forget about the world were set in stone Im dreaming with my eyes wide open now If only I could hit the ground I never thought that Id be broken I never thought Id be this far from home Im dreaming with my eyes wide open now If only I could hit the ground If only I could hit the ground If only I could hit the ground  I close my eyes I take it slow Lay on down and let me rest my soul Ive been so high Ive been so low Im just tryna find my way back home Cant help but roam My signals gone Guess this journeys left me on my own I dont care why Im alone alone alone  And if I could Forget about the way you love me Forget about the world were set in stone Im dreaming with my eyes wide open now If only I could hit the ground I never thought that Id be broken I never thought Id be this far from home Im dreaming with my eyes wide open now If only I could hit the ground If only I could hit the ground If only I could hit the ground  Take it one day at a time Reach for the stars now Ooh just leave the past behind Its a part of living Its a part of living  If only I could hit the ground If only I could If only I could hit the ground I could hit the ground right now If only I could hit the ground If I could hit the ground Then Id be falling down If only I could hit the ground If I could hit the ground Then Id be touching down If only I could hit the ground   
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/puke.html,rap,iSounds of someone pukingi  There I gothinking of you again  iChorusi You dont know how sick you make me You make me fuckin sick to my stomach Every time I think of you I puke You must just not knowwhoawhoawhoawhoa You may not think you do but you do Every time I think of you I puke  I was gonna take the time to sit down and write you a little poem But off of the dome would probably be a little more more suitable for this type of songwhoa I got a million reasons off the top of my head that I could think of Sixteen bars this aint enough to put some ink ta So fuck it Ima start right here Ill just be brief Im Bout to rattle off some of the reasons I knew I shouldnt go and get another tattoo of you On my arm but what do I go and do I go and get another one now I got two Ooh ooh ooh ooh ooh ooh ooh Now Im sittin here with your name on my skin I cant believe I went and did this stupid shit again My next girlfriend now her names gotta be Kim Shiiiiiiiiiiiit If you only knew how much I hated you For every motherfuckin thing you ever put us through Then I wouldnt be standing here crying over you Boooooooooooowho  iChorusi You dont know how sick you make me You make me fuckin sick to my stomach Every time I think of you I puke You must just not knowwhoawhoawhoawhoa You may not think you do but you do Every time I think of you I puke  I was gonna take the time to sit down and write you a little letter But I thought a song would probably be a little better Instead of a letter That youd probably just shred upyeah I stumbled on your picture yesterday and it made me stop and think of How much of a waste itd be for me to put some ink ta a stupid piece a Paper Id rather let you see how Much I fuckin hate you in a freestyle Youre a fuckin cokehead slut I hope you fuckin die I hope you get to hell and Satan sticks a needle in your eye I hate your fuckin guts you fuckin slut I hope you die Diiiiiiiiiiiie But please dont get me wrong Im not bitter or mad Its not that I still love you its not cause I want you back Its just that when I think of you it makes me wanna Gagaaaaaaaaaaaaag What else can I do I havent got a clue Now I guess Ill just move on I have no choice but to But every time I think of you now all I wanna do Is puuuuuuuuuuuuke  iChorusi You dont know how sick you make me You make me fuckin sick to my stomach Every time I think of you I puke You must just not knowwhoawhoawhoawhoa You may not think you do but you do Every time I think of you I puke  Fuckin bitch   
Post Malone,2016,Stoney,https://www.azlyrics.com/lyrics/postmalone/congratulations.html,rap,Mmmmm Yah yah Mmmmm Yah hey  iPost Malonei My momma called see you on TV son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I would be nothing Now they always say quotCongratulationsquot uh Worked so hard forgot how to vacation uhhuh They aint never had the dedication uh People hatin say we changed and look we made it uh Yeah we made it uh  They was never friendly yeah Now Im jumping out the Bentley yeah And I know I sound dramatic yeah But I know I had to have it yeah For the money Im a savage yeah I be itching like a addict yeah Im surrounded twenty bad bitches yeah But they didnt know me last year yeah Everyone wanna act like they important yeah But all that mean nothing when I saw my dough yeah yeah Everyone counting on me drop the ball yeah yeah Everything custom like Im at the border yah yah If you fuck with winning put your lighters to the sky How could I make cents when I got millions on my mind Coming with that bullshit I just put it to the side Balling since a baby they could see it in my eyes  iPost Malone and Quavoi My momma called see you on TV son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I would be nothing Now they always say quotCongratulationsquot congratulations Worked so hard forgot how to vacation ooh They aint never had the dedication uh ayy People hatin say we changed and look we made it uh Yeah we made it uh yah  iQuavoi I was patient yah Uh I was patient ayy uh Now I can scream that we made it we made it Now everywhere everywhere I go they say gratulation uh Young nigga young nigga graduation yah I pick up the rock and I ball baby ball Im looking for someone to call baby brr But right now I got a situation ayy Never old Ben Ben Franklins cash Big rings champagne ooh champagne My life is like a ball game ball game But instead Im in the trap though trap though Pot so big call it Super Bowl Super Bowl Super Bowl call the hoes brr Get in the Rolls skrrt Topfloor lifestyle top Huncho and Post yah ayy Malone ayy I gotta play on my phone ayy You know what Im on ayy Huncho Houdini is gone ayy  iPost Malone and Quavoi My momma called see you on TV son Said shit done changed ever since we was on I dreamed it all ever since I was young They said I would be nothing Now they always say quotCongratulationsquot ayy uh Worked so hard forgot how to vacation uhhuh ooh They aint never had the dedication ayy uh People hatin say we changed and look we made it uh Yeah we made it ayy  Hey hey hey hey Hey hey hey hey Hey hey hey hey Hey hey hey hey   
Falling In Reverse,2015,Just Like You,https://www.azlyrics.com/lyrics/fallinginreverse/dieforyou.html,metal,I admit that Im far from perfect Who are you to judge me like Im worthless I will not conform or be your puppet I will never trust you cause the loyalty is dead  I wouldve died for you Im killing myself hanging on your words And it goes to show how bad it hurts For what its worth Some things are better left unsaid  You wont Destroy me This is Your warning I have a dark side I have an army Within mes A secret A thousand years Of torment Caged up like monster Forever I will wander  I wouldve died for you Im killing myself hanging on your words And it goes to show how bad it hurts For what its worth Some things are better left unsaid  Break it up  Im no longer able to believe in what were fighting for Your lying soul will burn below and I hope that it happens slow Tell that bastard that you call your father if you bother That he should have raised you with a heart and taught you a bit of honor  Go  The world as we know it is a motherfucking battle ground  I wouldve died for you Im killing myself hanging on your words And it goes to show how bad it hurts For what its worth Some things are better left unsaid  I wouldve died for you Hanging on your words I wouldve died for you And it goes to show how bad it hurts For what its worth Some things are better left unsaid  Better left unsaid said blah   
Eminem,2011,Straight From The Vault,https://www.azlyrics.com/lyrics/eminem/flyaway.html,rap,iJust Blaze  Chorusi Some people ask me where Iâve been lately They thought I fell off nobody could save me I play in the background I donât back down So donât get it twisted tryna play me First I come out they underate me Then I come back still try to fade me They say Iâm nasty say Iâm crazy Ask what I think I say maybe I fly away It ainât nothinâ in my way so I may aswell fly away It ainât nothinâ else to say so I may aswell fly away I know you wanna see me down but we aint gon die today Cos Iâve been to the top and thereâs nowhere else to go The only way to see me is if you lookinâ up from down below And thereâs nothinâ else to say so I may aswell fly away And thereâs nothinâ in my way so I may aswell fly away Iâm on top of this thing so i may aswell fly away  iEminem  Verse 1i Got my self esteem back got my confidence up Iâma step up on the stage now Iâm gonna strut And walk around with my pants hanging over my butt And you aint gotta tell me notinâ boy get off of my nuts It goes one for the money two for the show My shit donât stink I dont think so Wipe my ass with a tissue and roll it back up in a roll Are you ready now here we go The bald eagle has landed Iâm back in ya hair sorry for leavinâ you stranded Im twice as dread and evil and rancid They cant sit I donât think anybody understands it Especially when the Worlds silly putty in ya hands its playdough I aint got to play though they say I died in a fatal Car crash shows what they know Shit if I did itâd be a trailer not a car The white trash star I fuckin RV up like Brett Favre Homie you got it backwards your dippin your soup inside ya crackers I can carry rap til my back hurts Set it down go right back to the Chiropractors Get my back right Now Iâm right back on you bastards I was chasinâ the dragon I dont know what happened It was like the feelinâ I had when I first started rappinâ I just couldânt seem to get back and recapture that magic So I went back to the lab thats where Iâve been at when  iJust Blaze  Chorusi Some people ask me where Iâve been lately They thought I fell off nobody could save me I play in the background I donât back down So donât get it twisted tryna play me First I come out they underate me Then I come back still try to fade me They say Iâm nasty say Iâm crazy Ask what I think I say maybe I fly away It ainât nothinâ in my way so I may aswell fly away It ainât nothinâ else to say so I may aswell fly away  iEminem  Verse 2i I took a hiatus haters now Iâm back to cause trouble Got the fucking shape of mushroom clouds for thought bubbles Im the bang you aint fuckin sick The hospital wonât even give you cough drops for course cocksucker You think your hot you aint even luke warm My pubes hotter than you Your soft I use fire to cool me off I told em Iâll grow up one day and show âem Iâd be able to choke clouds Pick up lighteninâ bolts and throw âem Take the world by storm with these words I form Georgie porgie kissed the girls make the girls cry for em Make âem swarm make âem fight over the shirts Iâve worn Sworn over my sweat towels its mind blowin Yes Im livinâ the dream homie cant nothinâ compare Iâm so up Iâm stuck in mid air Iâm lovinâ it yeah Its like these people are steps now all they do is stare These haters is so pussy theyâre afraid to be scared This is pay back like I owe âem back pay They spat in my face now Iâm back to do them the same exact way And leave this rap game with a bad taste And slap it back out before I step back out of this crap thanks Slap me now Iâm slapping âem back hey fuck it weâll slap back But yeh okay now weâll talk cause Iâm smack ay And I aint looking back infact they can stare at my ass crack Howâs that for hindsight what the track say  iJust Blaze  Chorusi   
Eminem,2004,Encore,https://www.azlyrics.com/lyrics/eminem/neverenough.html,rap,iEminemi Theres not much you could do or say to phase me People think Im a little bit crazy I get it from all angles even occasionally Doc Dreziell Have to step in every once in a while to save me To make me stop and think about it fore I just say things Sometimes I forget what other people just may think A lot of rappers probably wouldnt know how to take me If they heard some shit Id lay the tape fore they erase me I maybe a little too fast paced and racy Sometimes the average listener rewinds and plays me twenty times cuz I say so many rhymes it may seem like Im goin too fast cuz my mind is racing And I could give a fuck what category you place me Long as when Im pushing up daisies and gone As long as you place me amongst one of them greats When I hit the heavenly gates Ill be cool beside JayZ For every single die hard fan who embraced me Im thankful for the talent in which God gave me And Im thankful for the environment that he placed me Believe it or not I thank my mom for how she raised me In the neighborhood daily they jumped and chased me It only made me what I am today see Regardless of what anybody believes who hates me You aint gonna make or break me Tryna strip me of my credibility and make me look fake G Youre only gonna be in for a rude awakening Cuz sooner or later you haters are all gonna face me And when you face me with all the shit youve been saving to say to me You had all this time to think about it Now dont pussy out and try to about face me Cuz Ive been patiently waiting for the day That we finally meet in the same place to see  iChorus x2  Nate Doggi No matter how many battles I been in and won No matter how many magazines on my nuts No matter how many MCs I eat up Ooh ooh its never enough  i50 Centi My flows untouchable now you gotta face it Uh oh it gets worse when I go back to the basics You go say the wrong shit and get your face split The smell of victory love it so much I can taste it I spot my target blaze it direct hit Graze it your peace talk save it You shit sounds dated youre overrated Im obligated to study your moves then crush you mutherfuckers If Im the best and the worst then Gods gift is a curse Soldier trained to destroy you payin attention boy I spit shit slick shit so quick you miss it To be specific I go ballistic as hieroglyphic My music is a drug press play you aint gotta sniff it Chew it or pop it roll a bag or chop it Get your high over and over but you gotta cop it When its hot its hot Your hatin is undeniable stop it  iChorus x2i   
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/badguy.html,pop,White shirt now red my bloody nose Sleeping youre on your tippy toes Creeping around like no one knows Think youre so criminal  Bruises on both my knees for you Dont say thank you or please I do What I want when Im wanting to My soul So cynical  So youre a tough guy Likeitreallyrough guy Justcantgetenough guy Chestalwayssopuffed guy Im that bad type Makeyourmamasad type Makeyourgirlfriendmad type Mightseduceyourdad type Im the bad guy duh  Im the bad guy  I like it when you take control Even if you know that you dont Own me Ill let you play the role Ill be your animal  My mommy likes to sing along With me but she wont sing this song If she reads all the lyrics Shell pity the men I know  So youre a tough guy Likeitreallyrough guy Justcantgetenough guy Chestalwayssopuffed guy Im that bad type Makeyourmamasad type Makeyourgirlfriendmad type Mightseduceyourdad type Im the bad guy duh  Im the bad guy duh  Im only good at being bad Bad  I like when you get mad I guess Im pretty glad That youre alone You said shes scared of me I mean I dont see what she sees But maybe its cause Im wearing your cologne  Im a bad guy Im Im a bad guy Bad guy bad guy Im a bad guy   
Slipknot,2014,.5: The Gray Chapter,https://www.azlyrics.com/lyrics/slipknot/custer.html,metal,Have this one Datdatda datdatda datdatdadada Datdatda datdatda datdatdadada  Rise  Half alive and stark raving free and maligned for encroaching on the purpose of this commercialfree interruption Due to the prolific nature of this statement listener aggression is advised  Its strange whenever I see a gun I think about just how petty you are And it blows my fucking mind Yeah it blows my fucking mind These days I never seem to get enough Im tired of this shit I want to go home Dont waste my fucking time Dont waste my fucking time  Because anything exceptional Gets crushed by common people With jealousy and ignorance And all their common evils This planet isnt special Collections made of clay Im waiting for the punishment I know its on my way  i5xi Cut cut cut me up And fuck fuck fuck me up Cut cut cut me up And fuck fuck fuck me up  Irreverence is my disease Its secondhand but you know me The son of a bitch is on his knees The last man standing gets no pity  Somewhere on a toilet wall I read the words You form a line to formalize the former lies And I finally saw the truth Something so profound and now its sitting there Surrounded by the garbage and the stains Another victim of the refuse  Now Ive been saying this for years But you dont comprehend it I fight hell and I fight fear Because I understand it Androgyny and insults You try so hard to be difficult You wanna win the war Know what youre fighting for  i3xi Cut cut cut me up And fuck fuck fuck me up Cut cut cut me up And fuck fuck fuck me up  i2xi Cut cut cut cut cut me up And fuck fuck fuck fuck fuck me up  Irreverence is my disease Its secondhand but you know me The son of a bitch is on his knees The last man standing gets no pity With angel eyes and demon seeds Youre missing what you really need When all is said and done you see The last man standing gets no pity  No pity i5xi  i2xi Cut cut cut me up And fuck fuck fuck me up  i2xi Cut cut cut cut cut me up And fuck fuck fuck fuck fuck me up  i2xi Cut cut cut me up And fuck fuck fuck me up   
Justin Bieber,2010,My World 2.0,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/seankingston/eeniemeenie.html,pop,
