Artiste,Annee,Album,Url,Style,test
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/likehome.html,rap,iEminemi Yeah shout to everybody Whos been on this trip with me You dont have to agree But if you feel like me  Someone get this Aryan a sheet Time to bury him so tell him to prepare to get impeached Everybody on your feet This is where terrorism and heroism meet square off in the street This chump barely even sleeps All he does is watch Fox News like a parrot and repeats While he looks like a canary with a beak Why you think he banned transgenders from the military with a tweet Hes tryin to divide us This shits like a cult but like Johnny hell only unite us Cause nothin inside us drives us like this fight does Similar to when two cars collide cause Our spirits crushed and this spots a tight one But here the jaws of life come To pull us from the wreckage thats what we get pride from When we cant wear stars and stripes cause This type of pickle that were in is hard to deal But theres always tomorrow still If we start from scratch like a scab get the scars to heal And band together for Charlottesville And for Heather fallen heroes fill this wall with murals Nevada get up hit the damn resetter Lets start from zero this is our renewal Spray tan get rid of get a brand new better America and heres to where it all  iAlicia Keys amp Eminemi And heres to where we all began all began stand up Heres to the land that made me And made me who I am who I am hands up Heres to the land that raised me This one for the only place that really knows me From the cracks in the road that drove me Theres no place like home  iEminemi Didnt wanna piss your base off did ya Cant denounce the Klan cause they play golf with ya You stay on Twitter way to get your hate off Nazi I do not see a way yall differ And all you got are race cards bigot The swastika with your name carved in it Should be your trademark cause hates all you played off And you just lick the plate off So I guess it pays to feed off of chaos So basically you ate off Hitler But you aint ruinin our country punk Or takin our pride from us you wont define us Cause like a dictionary things are lookin up So much got a sprained neck know we would rise up Against this train wreck and take a stand Even if it means sittin when they raise the flag To sing quotThe StarSpangled Bannerquot This man just praised a statue of General Lee Cause he generally hates the black people degrades hispanics Take it back to the Shady national convention Wish I woulda spit on it before I went to shake his hand At the event or maybe had the wherewithal To know that he was gonna try to tear apart Our sacred land we cherish and stand for So hands in the air lets hear it for The start of a brand new America Without him and be proud of where were from And heres to where we all  iAlicia Keys amp Eminemi And heres to where we all began all began stand up Heres to the land that made me And made me who I am who I am hands up Heres to the land that raised me This one for the only place that really knows me From the cracks in the road that drove me Theres no place like home  I wont give up I wont give up on my home that so many died for You already know that I wont give up I wont give up on my home that so many died for You already know Theres no place like home no place like home Wherever I go no place like home No place like home no place like home Wherever I go yeah  And heres to where we all began all began stand up Heres to the land that made me And made me who I am who I am hands up Heres to the land that raised me This one for the only place that really knows me From the cracks in the road that drove me Theres no place like home   
DREAMERS,2019,LAUNCH FLY LAND,https://www.azlyrics.com/lyrics/dreamers/vampireinthesun.html,Rock/Alternatif,Oohlala look at me sinking Bright and shiny like a mood ring Feed me with your fear its soothing Dont come close cause then you might see me Underneath my fake believing I dont even want to be here  Vampire in the sun I know what youre dreaming of Some young blood possession all you ever wanted was A taste of something free you cant drink it all from me  Oohlala look at you slipping Like a lizard in the winter Feels so good to watch you shiver  Vampire in the sun I know what youre dreaming of Some young blood possession all you ever wanted was A taste of something free you cant drink it all  In the sun I know what  Vampire in the sun I know what youre dreaming of Some young blood possession all you ever wanted was A taste of something free you cant drink it all You cant drink it all you cant drink all from me   
Mac Miller,2014,Faces,https://www.azlyrics.com/lyrics/macmiller/colorsandshapes.html,rap,If it were colors and shapes we imagine every Instead of all of this weight that we have to carry Would you be able to breathe And if you could just find where that comfort resides No distraction or movement that fucks with your mind Would you let them see While beneath the ocean I met with the captain Who sank to the floor on his ship All of his passengers escaped to safety But he was not done with his trip He looked up and smiled asked me quothow do you doquot I told him Im losing my grip He told me quotson if you want to hold onto yourself Then let yourself slipquot  iHooki Fall Ooh Fall Oh Fall Oh it feels good to fall  These puzzles are so hard to make into pictures Of something thatll they understand They could open their eyes still be blind to the beauty But march on the heart of this land Oh oh why dont you turn around and go home They invade your minds and then fill them with nonsense These things that a man doesnt need Take out the love and the passion and hope And they fill it with nothing but greed While floating to galaxies they said I could And I noticed how sad one can get Cause the ignorant mind is so peaceful I find I cant understand nothing no more If I jump let me fall If I jump let me fall  iHooki   
Slipknot,2019,We Are Not Your Kind,https://www.azlyrics.com/lyrics/slipknot/criticaldarling.html,metal,Yeah  Gods in a coma Put Faith in a life support Running away wont feel the same If you reach a metaphysical last resort Oh malevolence and purgatory give you pause Its a miracle you havent broken any laws We are not entitled to surviving So keep your friends and your enemies thriving  Good for you What a clichÃ Just not true What a giveaway What comes now Cant be the last one Falling down  Every time this happens Im breaking a promise I made to a version of me Why cant I covet and keep it away from the leeches who want to deceive  What is coming has begun Its something that you gotta see We lie and say that its too late for some redemption What is coming has begun An ending I wont live to see We tell ourselves it cant be hell if theres no heaven  Once again we got suffocated In a sick perversion of a spiders web Crawling over all the spent digested pieces Celebrate the dead Here come all the judging eyes Gotta pave the road with your best intentions I only wish you could picture a future That doesnt resemble your crazy inventions  Good on you I dont mean it Dream come true I dont need it What goes up Another Hollow One Must come down  Every time this happens Im breaking a promise I made to a version of me Why cant I covet and keep it away from the leeches who want to deceive  What is coming has begun Its something that you gotta see We lie and say that its too late for some redemption What is coming has begun An ending I wont live to see We tell ourselves it cant be hell if theres no heaven  A mirror only works if you open your eyes But even then you have to understand whats inside The easy part is always hardest to see I know youll never guess but darling Youre so critical Darling youre so critical Oh youre so critical  Oh this is a cavein The weight of the catalyst Just wait let the games begin Gonna tell you all about it for the savages  Good for you Not another one Just not true Not another one What comes now This world is Falling down  Every time this happens Im breaking a promise I made to a version of me Why cant I covet and keep it away from the leeches who want to deceive  What is coming has begun Its something that you gotta see We lie and say that its too late for some redemption What is coming has begun An ending I wont live to see We tell ourselves it cant be hell if theres no heaven  Its begun  Oh youre so critical Yeah Oh youre so critical Critical Critical Critical Critical Critical Critical Critical   
Eminem,2014,Shady XV,https://www.azlyrics.comtps://www.azlyrics.com/lyrics/badmeetsevil/vegas.html,rap,
Billie Eilish,2019,"When We All Fall Asleep, Where Do We Go?",https://www.azlyrics.com/lyrics/billieeilish/wheniwasolder.html,pop,When I was older I was a sailor On an open sea But now Im underwater And my skin is paler Than it should ever be  Im on my back again Dreaming of a time and place Where you and I remain the best of friends Even after all this ends Can we pretend Im on my Im on my back again Its seeming more and more Like all we ever do is see How far it bends Before it breaks in half and then We bend it back again  Guess I got caught in the middle of it Yes Ive been taught got a little of it In my blood in my blood Memories burn like a forest fire Heavy rain turns any funeral pyre to mud In the flood  When I was older I was a sailor On an open sea But now Im underwater And my skin is paler Than it should ever be  Im watching movies back to back In black and white I never Seen anybody do it like I do it any better Been going over you Im overdue for new endeavors Nobody lonely like Im lonely and I dont know whether Youd really like it in the limelight Youd sympathize with all the bad guys Im still a victim in my own right But Im the villain in my own eyes  When I was older I was a sailor On an open sea   
Mac Miller,2010,K.I.D.S.,https://www.azlyrics.com/lyrics/macmiller/seniorskipday.html,rap,Im just high why they hatin on me People tend to think all the dranks on me I dont even have the money to spend To buy patron for you and all your friends Baby I be on my grind Rain sleet snow Rollin up good every place we go Cause we tryin to get high get high get high Know the bullshit and all the problems But we too gone to see Little bit of this and a little bit of that We proceed to give them what they need  Just waking up and gettin stoned Rub my eyes and check my phone Open up the fridge to make some waffles But no more syrup left in my bottle Damn well its okay I top it off with scrambled eggs Aye gotta work with watcha got Aye gotta work with watcha got  iChorusi Supposed to be in class but I aint going Lets chill on the couch See whats on the telly Girl we wont leave house Can ya stay a while Can ya stay a while Cause girl Im feelin lazy and Im tryna hang around  Aint tryna get out of my bed till noon Neighbors smell the perfume smoke in my room And I got the door closed cant be sure though Amsterdam weed spending euros Get the herb rolled Lets relax Take your shoes off and kick it back We escaped the world Escaped the stress But I dont give a fuck if the house a mess Cause we gonna handle that later We gonna handle that later Right now lets get this paper and smile for all them haters  Aye cream cheese and a bagel Have a glass of milk and an eggo Im rockin pjs and no shirt I smoke weed eat yogurt  Haha Enjoy the best things in your life Cause you aint gonna get to live it twice They say you waste time asleep But Im just tryna dream  iChorusi Supposed to be in class but I aint going And lets chill on the couch See whats on the telly Girl we wont leave house Can ya stay a while Can ya stay a while Cause girl Im feelin lazy and Im tryna hang around   
Eminem,2013,The Marshall Mathers LP 2,https://www.azlyrics.com/lyrics/eminem/rhymeorreason.html,rap,iVerse 1i Whats your name Marshall Whos your daddy I dont have one My mother reproduced like the Komodo Dragon And had me on the back of a motorcycle Then crashed in the side of locomotive with rap Im loco Its like handing a psycho a loaded handgun Michelangelo with a paint gun in a tantrum About to explode all over the canvas Back with the Yoda of rap in a spasm Your music usually has them But waned for the game your enthusiasm it hasnt Follow you must Rick Rubin my little Padawan A Jedi in training colossal brain and thoughts of entertaining But docile and impossible to explain and Im also vain and Probably find a way to complain about a Picasso painting Puke Skywalker but sound like Chewbacca when I talk Full of such blind rage I need a seeing eye dog Cant even find the page I was writing this rhyme on oh Its on a rampage couldnt see what I wrote I write small It says Ever since I drove a 79 Lincoln with white walls Had a fire in my heart and a dire desire to aspire to die hard So as long as Im on the clock punching this time card Hip hop aint dying on my watch  iHooki But sometimes when Im sleeping she comes to me in my dreams Is she taken Is she mine Dont got I dont care dont have two shits to give Let me take you by the hand to promise land and threaten everyone Cause theres no rhyme or no reason for nothing  iBridgei Nah Whats your name Marshall Whos your daddy I dont know him but I wonder Is he rich like me Ha ha Has he taken any time to show you what you need to live NO  iVerse 2i If he had he wouldnt have ended up in these rhymes on my pad I wouldnt be so mad my attitude wouldnt be so bad yeah dad Im the epitome and the prime example of what happens When the power of the rhyme falls into the wrong hands and Makes you want to get up and start dancing Even if it is Charles Manson who just happens to be rapping Blue lights flashing laughing all the way to the bank Lamping in my KMart mansion Im in the style department With a pile in my cart ripping the aisle apart With great power comes absolutely no responsibility for content Completely despondent and condescending The king of nonsense and controversy is on a Beat killing spree your honor I must plead Guilty cause I sparked a revolution Rebel without a cause who caused the evolution of rap To take it to the next level boost it But several rebuked it and whoever produced it Hip hop is the devils music Is that me It belongs to me Cause I just happen to be a white honky devil with two horns That dont honk but every time I speak you hear a beep But lyrically I never hear a peep not even a whisper Rappers better stay clear of me bitch Cause its theâ  iHooki Its the time of the season when hate runs high And this time I wont give it to you easy When I take back whats mine with pleasured hands And torture everyone that is my plan my job here isnt done Cause theres no rhyme or no reason for nothing  iBridgei Whats your name Shady Whos your daddy I dont give a fuck but I wonder Is he rich like me Doubt it ha Has he taken any time to show you what you need to live  iVerse 3i So yeah dad lets walk Lets have us a father and son talk But I bet we wouldnt probably get one block Without me knocking your block off This is all your fault Maybe thats why Im so bananas I appeal to all those walks of life Whoever had strife Maybe thats what dad and son talks are like Cause I related to the struggles of Young America When their fucking parents were unaware of their troubles Now theyre ripping out their fucking hair again Its hysterical I chuckle Cause everybody bloodies their bare knuckles Yeah uh oh better beware knuckle heads The sign on my hustle says quotDont knockquot The doors broken it wont lock It might just fly open get coldcocked You critics come pay to me a visit Misery loves company please stay a minute Kryptonite to a hypocrite Zip your lip if you dish it but cant take it Too busy getting stoned in your glass house To kick rocks then you wonder why I lash out Mister Mathers as advertised on the flyers So spread the word cause Im promoting my passion til Im passed out Completely brain dead Rainman Doing the Bankhead in a restraint chair So bitch shoot me a look it better be a blank stare Or get shanked in the pancreas Im angrier than All 8 of the reindeer put together with Chief Keef Cause I hate every fucking thing yeah Even this rhyme bitch and quit tryna look For a fucking reason for it that aint there I still am a criminal Ten year old degenerate grabbing on my genitals The last Mathers LP done went diamond This time Im predicting that this one will go emerald When will the madness end how can it when Theres no method the pad and pen The only message that I have to send Is quotDad Im back at it againquot Bitch whos your daddy   
Motionless in White,2019,Disguise,https://www.azlyrics.com/lyrics/motionlessinwhite/catharsis.html,Rock\Alternatif,Catharsis in darkness When you cant seem to feel a thing The absence that haunts you Wont hurt much longer  Catharsis in darkness When you cant seem to feel a thing The absence that haunts you Wont hurt much longer  This feelings getting a bit harder to control A place to feel completed or a place to be alone The rhythm of rebellion from the rattle in your bones A sonic liberation salvation in your headphones  Darkest disguise Leave it at the door Bright lights divine Leave your body on the floor  Catharsis in darkness When you cant seem to feel a thing The absence that haunts you Wont hurt much longer  Stand in the shadows entertaining the unknown The words I always needed like I wrote them on my own I sing for absolution for the cleansing of my soul Narcotic is the beating of our hearts to the tempo  Holding through time Leave it at the door Bright lights divine Leave your body on the floor  Catharsis in darkness When you cant seem to feel a thing The absence that haunts you Wont hurt much longer  Woah  Catharsis in darkness When you cant seem to feel a thing The darkness that haunts you  Catharsis in darkness A place to feel the words we sing The absence that haunts you Wont hurt much longer   
Eminem,2000,The Marshall Mathers LP,https://www.azlyrics.com/lyrics/eminem/amityville.html,rap,kill kill kill Dahhdum dahhdum dum Dahhdum dahhdum duhdadadada kill kill kill Dahhdum dahhdum dum Dahhdum dahhdum dumm kill kill kill  iChorus Eminemi  Mentally ill from Amityville HELL Accidentally kill your family still Thinkin he wont Goddamnit he will HESSSS Mentally ill from Amityville iHESSSS  on repeats onlyi  iEminemi I get lifted and spin til Im halftwisted Feet planted and stand with a grin full of chapped lipstick SMACK Pen full of ink think sinful and rap sick shit Shrink pencil me in for my last visit Drink gin til my chins full of splashed whiskers whoosh Hash whiskey and ash til I slap bitches smack Ask Bizzy hes been here the past six years Mash with me youll get in imagine this  iChorus 2Xi  iBizarrei I fucked my cousin in his asshole slit my mothers throat AH Guess who Slim Shady just signed to Interscope My little sisters birthday shell remember me For a gift I had ten of my boys take her virginity Mmm mm mmm And bitches know me as a horny ass freak Their mother wasnt raped I ate her pussy while she was sleep Pissydrunk throwing up in the urinal YOU FUCKING HOMO Thats what I said at my dads funeral  iChorus 2Xi  iEminemi Thats why the city is filled with a bunch of fucking idiots still still Thats why the first motherfucker poppin some shit he gets killed killed Thats why we dont call it Detroit we call it Amityville Ville You can get capped after just having a cavity filled filled Ahahahaha thats why were crowned the murder capital still still This aint Detroit this is motherfucking Hamburger Hill Hill We dont do drivebys we park in front of houses and shoot and when the police come we fucking shoot it out with them too Thats the mentality here here thats the reality here here Did I just hear somebody say they wanna challenge me here huh While Im holding a pistol with this many calibres here here Got some registration and just made this shit valid this year year Cause once i snap i cant be held accountable for my actions and thats when accidents happen when a thousand bullets come at your house and collapse the foundation around and they found you and your family in it AH GOT DAMNIT HE MEANT IT WHEN HE TELLS YOU  iChorus 2Xi  Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum tahhdum tadahda Dum   
Falling In Reverse,2017,Coming Home,https://www.azlyrics.com/lyrics/fallinginreverse/straighttohell.html,metal,You will never be alright And I will never be okay And I cant be your Jesus Christ Cause I am but a mortal man Just looking for the promised land  And it kills me slowly You never know what you got til its gone forever My one and only Its time to say goodbye  When life gets hard I send a prayer For this cross I have to bear And this smile Im forced to wear And Im no good no good cant you tell And if you could cast a spell Would it be to watch me fail Well I prevail  I prevail  You will never see the light Heaven will not know your name And my only real advice Is the only thing that you ignore Is exactly what youre looking for  So listen closely You never know what you got til its gone forever My one and only Its time to say goodbye  When life gets hard I send a prayer For this cross I have to bear And this smile Im forced to wear And Im no good no good cant you tell And if you could cast a spell Would it be to watch me fail  Woah when life gets hard I send a prayer For this cross I have to bear And this smile Im forced to wear And Im no good no good cant you tell And if I could cast a spell I would send you straight to hell  And if you could cast a spell Would it be to watch me fail Well I prevail Well I prevail   
Bring Me The Horizon,2010,"There Is A Hell, Believe Me I've Seen It. There Is A Heaven, Let's Keep It A Secret",https://www.azlyrics.com/lyrics/bringmethehorizon/anthem.html,metal,This is an anthem so fucking sing A dedication to the end of everything This is an anthem so fucking sing So fucking sing A dedication to the end of everything  Someone call an ambulance I got wounds to attend Someone call a doctor I fear this is the end This happens all the time This happens every day But I never seem to quit The wolves never stay at bay  I hate to say quotI told you soquot But fuck it I told you so And dont say a word I already know  This is an anthem so fucking sing A dedication to the end of everything This is an anthem so fucking sing So fucking sing A dedication to the end of everything  Someone call an exorcist and help me kill this curse I cant stop the bleeding and its only getting worse This happens all the time This happens every day But I never seem to quit The wolves never stay at bay  No they dont stay  I hate to say quotI told you soquot But fuck it I told you so And dont say a word I already know I already know  This is an anthem so fucking sing So fucking sing A dedication to the end of everything  Yeah Get the fuck up This is it the sound of giving in Yeah Get the fuck up This is it the end of everything  Tastes so bitter feels so sweet Lost in a dream never fell asleep Tastes so bitter feels so sweet Ive come back to old remedies  This is an anthem so fucking sing This is an anthem so fucking sing  This is an anthem so fucking sing A dedication to the end of everything This is an anthem so fucking sing So fucking sing A dedication to the end of everything To the end of everything  This is an anthem so fucking sing A dedication to the end of everything  quotDo you feel different nowquot quotYesquot quotLess nervousquot quotMuch lessquot quotDo you have any special feelingsquot quotI feel like my heart has been touched by Christquot   
Eminem,2017,Revival,https://www.azlyrics.com/lyrics/eminem/offended.html,rap,You claim if you get knocked by the cops Youll give em not even a statement Walk in the arraignment shoot the bailiff Karate kick the plaintiff Gotti with the stainless Ill just call it shoddy entertainment If yall was in the party gettin faded On molly had the audience sedated You wouldnt catch a body if it fainted Probably let it fall and hit the pavement But youd be the first lobbyin to claim it Bitch stop bein a lame Your hobby isnt robbery and dismemberin body limbs Like you was Tommy Lynn Sells And chainsawing them in the basement Hardly fits your job description Aint nobody dippin out the back of the club like quotOh my God hes trippinquot Only time you get the blade is probably with the dang lawn equipment aint it Wouldnt take a bobby pin and wave it I need to stop bein debated Youre still copyin Xeroxing Im still coppin a feel Like Bill Cosby at will popping a pill then spill Oxys in Jills coffee Then send her out to the hotel lobby a lil wobbly and still groggy This blonde fucks reprehensible misconducts never sensible Kiss my butt my set of principles is gone But til I get the President to respond My pen and pencil is a missile launcher And send it to Mitch McConnell Just as big of a bitch as Donald Shits on bruh Let me sing this shit soprano While I do it pizzicato Ivanka stiff arm her While Im hittin on Melania And this songs for all ya  Cause nobody likes me everybody hates me They want me to go eat some worms I hope you offended And drag my name through the mud through the dirt But Ima make you eat your words I hope you offended You can try to hold me down but you better let me up Cause youre only gonna make things worse I hope you offended Cause I swear when I get up Im never gonna let up Til everybody eats my turds  These drums and hard snares bring out the worst in me Like Justin Ross Harris at a nursery Goin ham at candy yam on nanny cam Im gettin handys with the zanny Xannys in the Caddy armrest Im imagining objects so Im batting cobwebs From a daddy longleg And Hamtramck got the panoramic camera Xanax a banana hammock and a Santa hat Im smellin like a damn mechanic With a chick that looks like Janet Jackson with a Spanish accent Twice her age and Im actin half it Grow up Nah Not that I know of yall Basement just got a frickin overhaul got a stripper pole installed Started rollin all through those Kolonopins like a bowlin ball Like an overdose on twice the ratio of Propofol and go through no withdrawal While I get fellatio and give a facial to an interracial blowup doll of Rachel Dolezal Youre so appalled sos my manager Bitch Im amateur fuck a pro career Coast is clear but nowhere to go from here And nobodys close so dont compare They aint nowhere near Im way over here My competition cant see me Cause I dont own a mirror But Marshall you are terrific so smart and gifted Im so narcissistic when I fart I sniff it Do a fake dab to smell my armpits with it Your anxietys throwin gang signs But I made strides with these rape lines Im cuttin back on women hate crimes Like Ray Rice when he FaceTimes Bang bang bang bang time Dang knivesll butcher them gay wives Youre gonna need sutures the same size As the blade I push into captcha When I pull em like sleigh rides Gotta stab a bitch at least eight times To make it on Dateline I came to stake my claim like a canine Waitin in a buffet line So Kellyanne Conway Im a really bad hombre Come play belly dance on me Ive been making wedding plans all day  Cause nobody likes me everybody hates me They want me to go eat some worms I hope you offended And drag my name through the mud through the dirt But Ima make you eat your words I hope you offended You can try to hold me down but you better let me up Cause youre only gonna make things worse I hope you offended Cause I swear when I get up Im never gonna let up Til everybody eats my turds  Eight year old with the wordplay Girl take this pole like a survey Today wasnt my birthday But Im caked up like a dessert tray So were in shape Cause youre in a slurrin state Im a ten youre an eight like what I do before after and during rape You wanna get into a pissin contest and find out whos better And they made a fool out of what I pulled out him R Kelly with a full bladder Nonhigh school grad Im not a scholar But Im so cold when Im droppin knowledge my degrees Its the same as I got in college zero But nobodys hotter you owe me my respect I owe you nada like Haloti partner blow me Told you Im so dirty homie you can throw me in some holy water With some floaties on And get the soap and try to get the Pope to hold me While you hose me off And nope I wont be washed You hope to God I dont explode I gotta blow this spot up though I got a lotta more I wont put the sugar coating on it though Cause sometimes you can feel like your energys expired Raps got you drained dead tired zapped You feel like a wet pile of crap But look man like the feds buggin my phone uh huh I get why youre tapped But you gotta get your fire back Catch fire get upset and fire back Is what I tell myself When times get bad Cause sometimes I might get sad But I take the same advice I had And tell myself like I used to tell Hailie when lifes a drag Told her to do like her dad dont cry get mad Cause little baby powders belong in diaper bags Im hyper by the time you see this side of me Im right in your ass sodomy Fore the pen I stood up for the kid who had to put up with the bullies at his school at his school You aint have to have no money or go shoppin just to cop a fuckin attitude Now my doughs amountin to a mountain its rised too high to count it Never asked to be rich all I did was wish I had a dime for every time that I was doubted But then I think about it and Im enraged Cause I just figured out that if I was paid For the time I spent to put the pen to the page Itd be minimum wage But its embedded in my head I never hunted for the bread and butter What I wanted was to be the one that they were scared of But Im never gonna get the credit for the sweat and blood I put up in the pen And when Im dead I wonder will they put me on a pedestal Or forget I was ever this incredible I guess I better go harder than ever cause Ill never get Another motherfuckin opportunity again To offend as many people with this I can simply because I can  Cause nobody likes me everybody hates me They want me to go eat some worms I hope you offended And drag my name through the mud through the dirt But Ima make you eat your words I hope you offended You can try to hold me down but you better let me up Cause youre only gonna make things worse I hope you offended Cause I swear when I get up Im never gonna let up Til everybody eats my turds   
Motionless in White,2008,When Love Met Destruction,https://www.azlyrics.com/lyrics/motionlessinwhite/theseventhcircle.html,Rock\Alternatif,The sun is silent in this place the sun is silent  throw these hopes into the flames and throw these hopes into the flames Place these dreams in the palm of your hands and crush them And crush them And crush them to dust And crush them  Im reaching out to a hand that no longer extends Letting go has never been my thing Letting go has never been my thing  Lets wave one last goodbye wave goodbye to this nightmare that we once knew Lets wave one last goodbye wave goodbye to this nightmare that we once knew We once knew We once knew   This is a This is a tragedy Tragedy This is a This is a tragedy  And I fear that we are all doomed  No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive No one will make it out alive  I fear that that we are all doomed We are forsaken in the eyes of the truth   
Mac Miller,2013,Watching Movies With The Sound Off,https://www.azlyrics.com/lyrics/macmiller/suplexesinsideofcomplexesandduplexes.html,rap,iIntro Mac Milleri Might as well introduce This is madness This is an outrage As a matter of fact this is outrageous  iVerse 1 Mac Milleri Yeah young sire slap the fuck out Jon Cryer Rough rider raw bust inside a vagina Like I want kids my head continues to be haunted I burn a city down while Im unconscious baby go on Take some quaaludes conversate with Jesus Batting practice with the motherfucking ghost of Babe Ruth Do as a saint do turn painful to graceful Devil on my trails Im trying to find the Holy Grail iCoughingi Right there And if Mars is the farthest that man has set his target Then I dont know why I even started Im sick of being too nice to people who dont do shit but consume light Told myself quotFuck the world kid just do what you likequot Go and have a food fight start yourself a new life Youre too bright to be inside a bunch of mediocrity But all those big words aint gonna get you paid And those abstract ideas for sure wont get you laid You got it made in that mad house What the fuck you got to be sad about Go ahead and rap now Do what you do best I mean Thats what you do best matter fact motherfucker You suit vest you need to buy a new dress I heard you and your girl live in a duplex Ima put her ass in a Suplex the sun east the moon west You got a clue what does a clue get Nothing  iVerse 2 Jay Electronicai My milk and honey my chÃriechÃrie amore My Cinderella in her carriage by the doorway Her ruby slipper made the wizard send the scarecrow And the lion through the forest To the wicked witchs fortress where she scorched them in the foreplay Remember that He said hed fight the box to see the wizard When he was visited by Dorothy who came here on a blizzard Now the whole worlds in color still How Auntie Em was next of kin and not her mother Real her face was careworn I suspected she migrated to Kansas up from Dearborn And had beef with Mrs Gulch since the very beginning of Year One Mr Candyman the parables parabolic The poetrys like the poems and songs of Ecclesiastes Lightning should strike the stone and then Moses should make a tablet The Judge will bang the wood up in parliament with the mallet And yell quotHear hearquot finally some order to this rap shit Finally some sort of water to soil these cracked lips I keep my shit crispy and elegant So miss me with the irrelevant the god body is heavensent The hardbody is reverence since the son of Byford Brother of Fal every rhymes halal Every line is kosher livin la vida loca Shout out to Tony Toca we livin how we supposed to   
Justin Bieber,2010,My World 2.0,https://www.azlyrics.com/lyrics/justinbieber/neverletyougo.html,pop,Oh no Oh no oh  They say that hate has been sent So let loose the talk of love of love of love Before they outlaw the kiss Baby give me one last hug one last hug one last hug  Theres a dream that Ive been chasing Want so badly for it to be reality reality reality And when you hold my hand Then I understand That its meant to be Cause baby when youre with me  Its like an angel came by And took me to heaven Like you took me to heaven girl Cause when I stare in your eyes It couldnt be better I dont want you to go oh no  So let the music blast We gon do our dance Bring the doubters on They dont matter at all Cause this lifes too long And this loves too strong So baby know for sure That Ill never let you go  I got my favourite girl Not feeling no pain no fear no fear no fear Dont have a care in the world Why would I when you are here are here are here  Theres a moment Ive been chasing And I finally caught it out on this floor Baby theres no hesitation No reservation By taking a chance and more Oh no because  Its like an angel came by And took me to heaven Like you took me to heaven girl Cause when I stare in your eyes It couldnt be better I dont want you to go oh no  So let the music blast We gon do our dance Bring the doubters on They dont matter at all Cause this lifes too long And this loves too strong So baby know for sure That Ill never let you go  Its like an angel came by And took me to heaven Like you took me to heaven girl Cause when I stare in your eyes It couldnt be better I dont want you to go oh no  So take my hand Lets just dance Watch my feet Follow me Dont be scared Girl Im here If you didnt know This is love  Let the music blast We gon do our dance Bring the doubters on They dont matter at all Oh baby Cause this lifes too long And this loves too strong So baby know for sure That Ill never let you go  So dont fear Dont you worry about a thing I am here right here Ill never let you go  Dont shed a tear Whenever you need me Ill be here Ill never let you go  Oh no oh no oh Ill never let you go Oh no oh no oh Ill never let you go   
